,input_string,formatted_address,latitude,longitude,accuracy,google_place_id,type,status
283,"22 WOODVILLE AVE, LUCAN, DUBLIN,Dublin,Ireland","22 Woodville Ave, Ballydowd, Lucan, Co. Dublin, K78 A0E3, Ireland",53.3571815,-6.4272865,ROOFTOP,ChIJseu0vvpyZ0gRsVhNIOQCe44,street_address,OK
284,"23 CHAPEL LANE, SWORDS, DUBLIN,Dublin,Ireland","23 Chapel Ln, Ashley Grove, Swords Demesne, Swords, Co. Dublin, K67 X3F8, Ireland",53.4556893,-6.2121515,ROOFTOP,ChIJR-2xiPIQZ0gRPVYg2L4avGk,street_address,OK
285,"59 Ranelagh, Ranelagh,Dublin,Ireland","59A, Ranelagh, Dublin 6, D06 C7F6, Ireland",53.3244641,-6.253698099999999,ROOFTOP,ChIJX71khqUOZ0gRV16ldGZXwaA,street_address,OK
286,"30 THE WATERFRONT, HANOVER QUAY, DUBLIN 2,Dublin,Ireland","Apartment 7, The Waterfront, Hanover Quay, Dublin Docklands, Dublin 2, Ireland",53.34422259999999,-6.2341283,ROOFTOP,ChIJKxu_zO0OZ0gRATiYjmCWCAo,premise,OK
287,"14 THE LINDENS, RIVERSDALE, WYCKHAM WAY,Dublin,Ireland","Dundrum, Dublin, Ireland",53.2865878,-6.2384176,GEOMETRIC_CENTER,ChIJf9TPMW8JZ0gRHCx--FxRFgU,"establishment,point_of_interest",OK
288,"137 HAMPTON WOOD AVE, HAMPTON WOOD, FINGLAS DUBLIN 11,Dublin,Ireland","Hampton Wood Cres & Hampton Wood Ave, Dublin, Ireland",53.4055899,-6.2903312,GEOMETRIC_CENTER,EjVIYW1wdG9uIFdvb2QgQ3JlcyAmIEhhbXB0b24gV29vZCBBdmUsIER1YmxpbiwgSXJlbGFuZCJmImQKFAoSCTO9cGUEEmdIEbXdRXHd_wT4EhQKEgkzvXBlBBJnSBG13UVx3f8E-BoUChIJLdNfZQQSZ0gRecxCXuzsQyMaFAoSCdNDwJADEmdIEb2nO7fWup3vIgoN2wvVHxXwK0D8,intersection,OK
289,"6 ORCHARDSTOWN PARK, TEMPLEOGUE, DUBLIN 14,Dublin,Ireland","6 Orchardstown Park, Rathfarnham, Dublin, D14 C6V0, Ireland",53.29267919999999,-6.3038158,ROOFTOP,ChIJUR-1PZkLZ0gRM0HoVZFV8DE,street_address,OK
290,"185 ARDMORE DR, ARTANE, DUBLIN 5,Dublin,Ireland","185 Ardmore Dr, Beaumont, Dublin 5, D05 FK72, Ireland",53.38713869999999,-6.2235836,ROOFTOP,ChIJQxH2FjMOZ0gRjgnxVZGidvg,street_address,OK
291,"145 OLIVER PLUNKETT AVE, IRISHTOWN, DUBLIN 4,Dublin,Ireland","145 Oliver Plunkett Ave, Stella Gardens, Dublin 4, D04 FK68, Ireland",53.3393889,-6.224812399999999,ROOFTOP,ChIJmagsgOgOZ0gRfprrV_c8u94,street_address,OK
292,"18 LONGFORD TERRACE, MONKSTOWN, DUBLIN,Dublin,Ireland","18 Longford Terrace, Monkstown, Co. Dublin, A94 NF43, Ireland",53.2943079,-6.1509339,ROOFTOP,ChIJbzgZ1p4IZ0gRxJShBV25hmY,premise,OK
293,"Apt 25 New Bancroft Place, Main Street, Tallaght,Dublin,Ireland","New Bancroft Center, Bancroft Rd, Tallaght, Dublin 24, D24 V04C, Ireland",53.28699,-6.3594059,GEOMETRIC_CENTER,ChIJX9EP7EkLZ0gRR3ypB_mL32w,"establishment,point_of_interest",OK
294,"81 WHATLEY HALL, ARCHERS WOOD, CLONLEA,Dublin,Ireland","Whatley Hall, Archers Wood, Parslickstown, Clonee, Co. Dublin, Ireland",53.4043808,-6.4075204,ROOFTOP,ChIJZeQiMeRtZ0gRn7I9VyNtIM4,"establishment,point_of_interest",OK
295,"4 LONGWOOD, WYNNSWARD PARK, CLONSKEAGH,Dublin,Ireland","Wynnsward Park, Dublin, Ireland",53.3086058,-6.2350377,GEOMETRIC_CENTER,ChIJj8_LfkkJZ0gR07JbTdIAXSU,route,OK
296,"No. 45 Silken Park Ave., Old Naas Road, Kingswood,Dublin,Ireland","45 Silken Park Ave, Cheeverstown, Dublin, D22 HK76, Ireland",53.2979467,-6.418109599999999,ROOFTOP,ChIJXVRiFoR0Z0gR_jDADIJaPe0,street_address,OK
297,"147 STILLORGAN WOOD, BLACKROCK, DUBLIN,Dublin,Ireland","147 Stillorgan Wood, Stillorgan, Dublin, A94 D860, Ireland",53.28317029999999,-6.2116424,ROOFTOP,ChIJP3xpqxoJZ0gRCuIRlb8lxyc,premise,OK
298,"10 SHACKLETON WAY, SHACKLETON PARK, LUCAN,Dublin,Ireland","10 Shackleton Glen, Doddsborough, Lucan, Co. Dublin, Ireland",53.3470604,-6.4722215,ROOFTOP,ChIJscsxhTRyZ0gRWq5xMLjbsPk,street_address,OK
299,"13 BELLGREE HOUSE, BOULEVARD, TYRRELSTOWN DUBLIN 15,Dublin,Ireland","Tyrrelstown, Dublin, Ireland",53.413895,-6.3977186,APPROXIMATE,ChIJVeUUHssSZ0gRUh9Vu6fHACY,"neighborhood,political",OK
300,"THE BUNGALOW, CORBALLIS, DONABATE,Dublin,Ireland","The Bungalow, Rahillion, Portrane, Co. Dublin, Ireland",53.4927438,-6.1327516,ROOFTOP,ChIJydugVNUbZ0gRQWwzJ5-vSnY,premise,OK
301,"55 Sion Hill Park, Sion Hill Road, Drumcondra,Dublin,Ireland","55 Sion Hill Park, Grace Park, Dublin, D09 XK03, Ireland",53.37644940000001,-6.2377413,ROOFTOP,ChIJHbqY4kYOZ0gRcaT-mWHmMk0,street_address,OK
302,"78 SHANLISS RD, SANTRY, DUBLIN,Dublin,Ireland","78 Shanliss Rd, Whitehall, Dublin 9, D09 KN52, Ireland",53.3909197,-6.2550441,ROOFTOP,ChIJfwByuhkOZ0gRJ24-D-XQ-zQ,street_address,OK
303,"23 BEECHFIELD COURT, CASTAHEANY, DUBLIN,Dublin,Ireland","23 Beechfield Ct, Castaheany, Clonee, Co. Dublin, D15 W8E8, Ireland",53.4009911,-6.4401898,ROOFTOP,ChIJheDxgXBtZ0gRjU-uDW-RBeQ,street_address,OK
304,"20 THE COURTYARD, HILL ST, DUBLIN 1,Dublin,Ireland","The Courtyard, Hill St, Rotunda, Dublin 1, Ireland",53.3541896,-6.2591627,ROOFTOP,ChIJSZUDr4cOZ0gRj5qu1HXGmH8,premise,OK
305,"37 DECOURCEY SQ, GLASNEVIN, DUBLIN 9,Dublin,Ireland","37 De Courcy Square, Botanic, Dublin 9, D09 H2X0, Ireland",53.3676919,-6.2718295,ROOFTOP,ChIJv0IQ63cOZ0gRzaWYze0rgY0,street_address,OK
306,"107 BROOKWOOD AVE, ARTANE, DUBLIN 5,Dublin,Ireland","107 Brookwood Ave, Donaghmede, Dublin 5, D05 C8P9, Ireland",53.3789159,-6.198027799999999,ROOFTOP,ChIJ087QLr8PZ0gRllnLFo92j3A,premise,OK
307,"80 THE COPSE, WOODFARM ACRES, PALMERSTOWN DUBLIN 20,Dublin,Ireland","Redcowfarm, Dublin 20, Ireland",53.35159669999999,-6.3693751,APPROXIMATE,ChIJOZrSEygNZ0gRImHaTSlHRzg,postal_town,OK
308,"11 PARC NA SILLA AVE, LOUGHLINSTOWN, DUBLIN,Dublin,Ireland","11 Parc Na Silla Ave, Loughlinstown, Co. Dublin, D18 FK22, Ireland",53.2389228,-6.1304183,ROOFTOP,ChIJ6VXL4P0HZ0gRbr61F1pI1Hw,street_address,OK
309,"5 Fairhaven Court, Castleknock,Dublin,Ireland","5 Fairhaven Rd, Ashtown, Dublin 15, D15 YW2K, Ireland",53.3714083,-6.338699699999999,ROOFTOP,ChIJdSzDiAwNZ0gRX1QtPXZSAcs,street_address,OK
310,"12 Chanel Manor Close, Coolock,Dublin,Ireland","12 Chanel Manor Close, Kilmore, Dublin 5, D05 X7R0, Ireland",53.3872673,-6.203410499999999,ROOFTOP,ChIJVUEEMcQPZ0gR6R38LPtzp1o,street_address,OK
311,"12 ABBERLEY SQUARE, TALLAGHT, DUBLIN 24,Dublin,Ireland","12 Abberley Square, Tallaght, Dublin, Ireland",53.2882863,-6.366882899999999,RANGE_INTERPOLATED,Ei0xMiBBYmJlcmxleSBTcXVhcmUsIFRhbGxhZ2h0LCBEdWJsaW4sIElyZWxhbmQiMBIuChQKEglj_y3YSgtnSBHqD6TnUA4aVxAMKhQKEgkRgvLXSgtnSBHavrPC1a0aEQ,street_address,OK
312,"8 GREENLEA RD, TERENURE, DUBLIN 6W,Dublin,Ireland","8 Greenlea Rd, Terenure, Dublin 6W, Co. Dublin, D6W FC89, Ireland",53.3098337,-6.291962300000001,ROOFTOP,ChIJmfWsX4oLZ0gRxO8BTLxCBoE,street_address,OK
313,"42 MOUNT CARMEL RD, GOATSTOWN, DUBLIN 14,Dublin,Ireland","42 Mount Carmel Rd, Friarland, Dublin 14, D14 N677, Ireland",53.2958778,-6.2384873,ROOFTOP,ChIJtdkMsEMJZ0gR_ZsMgpC9FrY,street_address,OK
314,"WOODSIDE 1, SANDYFORD, DUBLIN 18,Dublin,Ireland","1 Woodside Rd, Newtownlittle, Dublin, Ireland",53.2616588,-6.2352962,RANGE_INTERPOLATED,Ei0xIFdvb2RzaWRlIFJkLCBOZXd0b3dubGl0dGxlLCBEdWJsaW4sIElyZWxhbmQiMBIuChQKEgnBZ53LmglnSBGyJteiBo7YExABKhQKEgknQdHlhAlnSBEpr0zW1oX7oA,street_address,OK
315,"44 Windmill Close, Rathcoole, Co Dublin,Dublin,Ireland","44 Windmill Cl, Tootenhill, Rathcoole, Co. Dublin, D24 V090, Ireland",53.2800035,-6.4783621,ROOFTOP,ChIJh53NAKB2Z0gRDJYwbtmt4K0,street_address,OK
316,"53 THE PARK, HOLLYSTOWN, DUBLIN 15,Dublin,Ireland","Hollystown, Co. Dublin, Ireland",53.4285822,-6.3820454,APPROXIMATE,ChIJp-CB_tsSZ0gR8KExl6nHAAo,"neighborhood,political",OK
317,"APT 4 THE STOCKYARD, STEELWORKS, FOLEY ST DUBLIN 1,Dublin,Ireland","The Stockyard, Sheriff Street Upper, North Dock, Dublin 1, Ireland",53.3504476,-6.236071799999999,ROOFTOP,ChIJh-xWx_MOZ0gRNLVCYimyAHY,subpremise,OK
318,"17 Thornberry Close, Belmont, Aiken's Village,Dublin,Ireland","17 Thornberry Cl, Dublin, Co. Dublin, Ireland",53.2657033,-6.2200466,RANGE_INTERPOLATED,Ei0xNyBUaG9ybmJlcnJ5IENsLCBEdWJsaW4sIENvLiBEdWJsaW4sIElyZWxhbmQiMBIuChQKEgmNpTE9oglnSBFqNzfIvlVDtRARKhQKEgnXvkoNoglnSBF6ewlYTgC4VQ,street_address,OK
319,"UNIT 146 FOURTH FLOOR, NORTHBANK, CASTLEFORBES ROAD,Dublin,Ireland","Castleforbes Rd, North Dock, Dublin, Ireland",53.3485888,-6.2319967,GEOMETRIC_CENTER,ChIJVdrhuPEOZ0gRqZGW3722JEI,route,OK
320,"26 Woodbank, Shankhill,Dublin,Ireland","26 Woodbank, Shanganagh, Dublin, Co. Dublin, Ireland",53.2369973,-6.128639199999999,RANGE_INTERPOLATED,EjQyNiBXb29kYmFuaywgU2hhbmdhbmFnaCwgRHVibGluLCBDby4gRHVibGluLCBJcmVsYW5kIjASLgoUChIJ3e0g9_4HZ0gRHUXkybef_VMQGioUChIJfaNJ-v4HZ0gRL-gF30yfgTw,street_address,OK
321,"7 THORMANBY COURT, THORMANBY RD, HOWTH,Dublin,Ireland","Thormanby Court, Thormanby Rd, Howth, Dublin, Ireland",53.38310749999999,-6.060169,ROOFTOP,ChIJO8m5WZkEZ0gRullS8SG80DA,premise,OK
322,"89 MEADOWVALE, BLACKROCK, DUBLIN,Dublin,Ireland","89 Meadow Vale, Johnstown, Blackrock, Co. Dublin, A94 TR80, Ireland",53.2710604,-6.1580245,ROOFTOP,ChIJvSDZvWMIZ0gR44zlVDuAdH0,street_address,OK
323,"728 HOWTH ROAD, RAHENY,Dublin,Ireland","Lonsdale, 728 Howth Rd, Raheny - Foxfield, Dublin 5, D05 XD63, Ireland",53.3816789,-6.1549871,ROOFTOP,ChIJOyDrFmcFZ0gRc-4dJ1ovI28,premise,OK
324,"33 THE HEATH, CYPRESS DOWNS, TEMPLEOGUE DUBLIN 6W,Dublin,Ireland","33 The Heath, Cypress Downs, Dublin 6W, Co. Dublin, D6W KH34, Ireland",53.3027672,-6.315911,ROOFTOP,ChIJUcCdkXgLZ0gRKTaJphzQMM0,street_address,OK
325,"22 WINDMILL AVE, CRUMLIN, DUBLIN 12,Dublin,Ireland","22 Windmill Ave, Crumlin, Dublin 12, D12 T9Y6, Ireland",53.3209353,-6.3123465,ROOFTOP,ChIJcfmDrHwMZ0gR5RDxCMhYLUM,street_address,OK
326,"4 SALLYMOUNT AVENUE, RANELAGH, DUBLIN 6,Dublin,Ireland","Ashbrook Terrace, 4 Sallymount Ave, Ranelagh, Dublin 6, Ireland",53.3254604,-6.2503822,ROOFTOP,ChIJlTnhSKUOZ0gRmiz0uqwZrb4,premise,OK
327,"40 RING ST, INCHICORE, DUBLIN 8,Dublin,Ireland","40 Ring St, Inchicore, Dublin, D08 F30E, Ireland",53.3365406,-6.3295164,ROOFTOP,ChIJm0HNqvYMZ0gRiQEa3CTOUzQ,street_address,OK
328,"SUITE 19 COLDWATER LAKES SUITES, CITYWEST, SAGGART,Dublin,Ireland","19 Coldwater Lakes, Boherboy, Saggart, Co. Dublin, D24 YP49, Ireland",53.2765752,-6.4390244,ROOFTOP,ChIJnVEggUN0Z0gRzIX1yqGjBXg,street_address,OK
329,"33 WILLOWS DR, HARTSTOWN, DUBLIN,Dublin,Ireland","33 Willows Dr, Hartstown, Dublin, D15 C6WV, Ireland",53.3888945,-6.4170096,ROOFTOP,ChIJTX0UTKByZ0gR74cojUEdYio,street_address,OK
330,"3 BRIGHTON GREEN, RATHGAR, DUBLIN,Dublin,Ireland","3 Brighton Green, Terenure, Dublin, D06 K2R8, Ireland",53.3142084,-6.2815435,ROOFTOP,ChIJbXSGhAkMZ0gRzlWIM2dlsN4,street_address,OK
331,"2 SHANDON RD, PHIBSBORO, DUBLIN 7,Dublin,Ireland","2 Shandon Rd, Phibsborough, Dublin, D07 K6H6, Ireland",53.3635438,-6.27671,ROOFTOP,ChIJVeZv_dYNZ0gRXvaI6g5K7sw,street_address,OK
332,"25 BROWNSBARN ORCHARD, KINGSWOOD, NAAS RD DUBLIN 22,Dublin,Ireland","25 Brownsbarn Orchard, Kingswood Cross, Dublin 22, D22 KV10, Ireland",53.2983915,-6.420087199999999,ROOFTOP,ChIJSz6quoZ0Z0gRH-zw0khByeI,street_address,OK
333,"18 TEMPLEOGUE LODGE, TEMPLEOGUE, DUBLIN 6W,Dublin,Ireland","18 Templeogue Lodge, Templeogue, Dublin 6W, Co. Dublin, D6W HP38, Ireland",53.29734819999999,-6.3166557,ROOFTOP,ChIJjeKKpncLZ0gRjeGplBBjH7Q,street_address,OK
334,"4 Dodderbrook Dale, Oldcourt Road, Ballycullen,Dublin,Ireland","4 Dodderbrook Dale, Oldcourt, Dublin 24, D24 W6YN, Ireland",53.2681325,-6.3423112,ROOFTOP,ChIJHxwN1iYLZ0gRhI7cjJLVUUk,premise,OK
335,"20 SLANEY HOUSE, CUSTOM HOUSE SQ, MAYOR ST LOWER DUBLIN 1,Dublin,Ireland","Custom House Square, Mayor Street Lower, International Financial Services Centre, Dublin 1, Ireland",53.34961699999999,-6.243003,ROOFTOP,ChIJefwM54wOZ0gRCZea9YdOM_U,subpremise,OK
336,"36 MOOREFIELD DR, CLONDALKIN, DUBLIN 22,Dublin,Ireland","36 Moorfield Dr, Raheen, Dublin 22, D22 NC52, Ireland",53.3349725,-6.400051599999999,ROOFTOP,ChIJiUTjezxzZ0gRCpRXk3KSMqo,street_address,OK
337,"WOODFORD, BALLYBRIDE RD, SHANKILL,Dublin,Ireland","Woodford, Ballybride Rd, Shankill, Dublin 18, Ireland",53.2315391,-6.1353198,ROOFTOP,ChIJFzvPFP-nZ0gRCdxvhW53Be0,premise,OK
338,"62 Diswellstown Way, Castleknock,Dublin,Ireland","62 Diswellstown Way, Carpenterstown, Dublin, D15 N2YW, Ireland",53.3697607,-6.3811132,ROOFTOP,ChIJaWoDxzUNZ0gRg1Ryw8M2BFc,street_address,OK
339,"13 EDWARD SQUARE, BLOOMFIELD, DONNYBROOK,Dublin,Ireland","13 Bloomfield Ave, Edward Sq., Donnybrook, Dublin 4, D04 Y7K8, Ireland",53.32681669999999,-6.2454202,ROOFTOP,ChIJr2BUTroOZ0gRqtgpPRABY8Q,street_address,OK
340,"49 Ãscaill PÃ¡irc an TsÃ­oda, Old Naas Road, Kingswood,Dublin,Ireland",,,,,,,INVALID_REQUEST
341,"31 THE COURT, GRACEPARK RD, DRUMCONDRA,Dublin,Ireland","Grace Park Rd, Drumcondra, Dublin, Ireland",53.3731858,-6.2435107,GEOMETRIC_CENTER,EipHcmFjZSBQYXJrIFJkLCBEcnVtY29uZHJhLCBEdWJsaW4sIElyZWxhbmQiLiosChQKEgmZxjjfaQ5nSBHw3XkL5bXs5RIUChIJO8G0YncOZ0gRITC5GajHACY,route,OK
342,"40 ELGIN RD, BALLSBRIDGE, DUBLIN 4,Dublin,Ireland","40 Elgin Rd, Ballsbridge, Dublin, D04 F9R6, Ireland",53.330341,-6.2344975,ROOFTOP,ChIJN5qUM8cOZ0gR7x42iyGvi3o,street_address,OK
343,"11 Hollywoodrath Rise, Hollystown,Dublin,Ireland","11 Hollywoodrath Rise, Hollywoodrath, Dublin 15, D15 YY2H, Ireland",53.42490950000001,-6.3759736,ROOFTOP,ChIJ53dFPMMSZ0gR5i1Qh3i7_Mg,premise,OK
344,"59 GLENMAROON RD, PALMERSTOWN, DUBLIN 20,Dublin,Ireland","59 Glenmaroon Rd, Redcowfarm, Dublin 20, D20 HW70, Ireland",53.3504562,-6.3699875,ROOFTOP,ChIJD8p339cMZ0gRzECxLWl34sc,street_address,OK
345,"COOLMANAGH, 81 COLIEMORE Road, Dalkey,Dublin,Ireland","Coolmanagh, Coliemore Rd, Dalkey, Co. Dublin, Ireland",53.2760496,-6.0961493,ROOFTOP,ChIJH5V6Dq0HZ0gRGTwyGBNh8r0,premise,OK
346,"11 PARK DR GROVE, CASTLEKNOCK, DUBLIN 15,Dublin,Ireland","11 Park Dr Grove, Castleknock, Dublin 15, D15 XK37, Ireland",53.3762943,-6.366502499999999,ROOFTOP,ChIJTcx7NkENZ0gRstxdd-Z2NKg,street_address,OK
347,"9 THE CEDARS, MONKSTOWN VALLEY, MONKSTOWN,Dublin,Ireland","The Cedars, Monkstown Valley, Montpelier, Monkstown, Co. Dublin, Ireland",53.29353,-6.1616788,ROOFTOP,ChIJfxXAAZcIZ0gR7XOHrYovjNE,premise,OK
348,"17 Stratton Drive, Adamstown Square  Adamstown, Lucan,Dublin,Ireland","17 Stratton Dr, Finnstown, Lucan, Co. Dublin, K78 N275, Ireland",53.3394564,-6.467092699999999,ROOFTOP,ChIJm9cShMlzZ0gRZG97MytC00w,premise,OK
349,"60 THE RISE, MOUNT MERRION, DUBLIN,Dublin,Ireland","60 The Rise, Stillorgan, Blackrock, Co. Dublin, A94 R1W6, Ireland",53.2966074,-6.2083524,ROOFTOP,ChIJGY6nKyIJZ0gRLe8dxYSn0oQ,street_address,OK
350,"32 ALDEMERE DR, CLONSILLA, DUBLIN 15,Dublin,Ireland","32 The Dr, Aldemere Drive, Clonsilla, Dublin, D15 W6KA, Ireland",53.3879659,-6.427183899999999,ROOFTOP,ChIJX3TvMpxyZ0gRMbftOJXtPIo,street_address,OK
351,"15 hanover lofts, hanover strret east, dublin 2,Dublin,Ireland","Hanover St E, Dublin, Ireland",53.3448017,-6.2438756,GEOMETRIC_CENTER,ChIJp-yjWJIOZ0gR3nL0217Ps5A,route,OK
352,"94 DROMHEATH AVE, MULHUDDART, DUBLIN 15,Dublin,Ireland","94 Dromheath Ave, Buzzardstown, Dublin 15, D15 P8CF, Ireland",53.4059996,-6.387918099999999,ROOFTOP,ChIJnRxth7ESZ0gRQWpEchqba7Q,street_address,OK
353,"25 MOUNTSHANNON RD, KILMAINHAM, DUBLIN 8,Dublin,Ireland","25 Mountshannon Rd, Kilmainham, Dublin, D08 P58D, Ireland",53.337749,-6.3015221,ROOFTOP,ChIJPXv9VEEMZ0gRODmtlvQ-FXA,premise,OK
354,"EMMET LODGE, 4  EMMET ROAD, KILMAINHAM,Dublin,Ireland","Emmet Lodge, Emmet Rd, Inchicore, Dublin 8, D08 N8C3, Ireland",53.34046790000001,-6.3079508,ROOFTOP,ChIJ7fQiIUUMZ0gRBEgWNj1l5dw,premise,OK
355,"Apartment 101 The Hermitage, Balgriffin, Dublin 13,Dublin,Ireland","101 The Hermitage, Balgriffin Park, Dublin, Co. Dublin, Ireland",53.4073491,-6.174688799999999,RANGE_INTERPOLATED,Ej8xMDEgVGhlIEhlcm1pdGFnZSwgQmFsZ3JpZmZpbiBQYXJrLCBEdWJsaW4sIENvLiBEdWJsaW4sIElyZWxhbmQiMBIuChQKEgnF_hUMARBnSBEi67Ixy41J6hBlKhQKEgn5S4gOARBnSBHil6ZZNoyxUA,street_address,OK
356,"TENNYSON HOUSE, 660 HOWTH RD, RAHENY DUBLIN 5,Dublin,Ireland","Tennyson House, Howth Rd, Raheny - St. Assam, Dublin 5, Ireland",53.3804226,-6.1633713,ROOFTOP,ChIJP6WYLGAFZ0gRwQG1kl9Ipp0,premise,OK
357,"COIS DARA, CORRSTOWN, KILSALLAGHAN,Dublin,Ireland","Corrstown, Co. Dublin, Ireland",53.4574773,-6.3206032,APPROXIMATE,ChIJh4k5osATZ0gRLDpmaxoNJNI,"neighborhood,political",OK
358,"APT 89 BLOCK B, SMITHFIELD MARKET, SMITHFIELD DUBLIN 7,Dublin,Ireland","Smithfield, Arran Quay, Dublin, 7, Ireland",53.3487483,-6.2795284,GEOMETRIC_CENTER,ChIJyfMz-dYNZ0gR8R1Od0GBB94,"establishment,point_of_interest",OK
359,"374 MOURNE RD, DRIMNAGH, DUBLIN 12,Dublin,Ireland","374 Mourne Rd, Drimnagh, Dublin 12, D12 KX83, Ireland",53.33323439999999,-6.314187,ROOFTOP,ChIJLyCV3V0MZ0gRY5-n99rnCh4,street_address,OK
360,"69 ROWANBYRNE, BLACKROCK, DUBLIN,Dublin,Ireland","69 Rowanbyrn, Deansgrange, Blackrock, Co. Dublin, A94 FY01, Ireland",53.2883029,-6.1693747,ROOFTOP,ChIJsy7-IZMIZ0gRY0NBxzmIir4,street_address,OK
361,"29 WYATTVILLE CLOSE, LOUGHLINSTOWN, DUN LAOGHAIRE,Dublin,Ireland","Dún Laoghaire, Dublin, Ireland",53.2943958,-6.133866599999999,APPROXIMATE,ChIJjxxH-94HZ0gR8Ckyl6nHAAo,"neighborhood,political",OK
362,"80 CARNDONAGH RD, DONAGHMEDE, DUBLIN 13,Dublin,Ireland","80 Carndonagh Rd, Donaghmede, Dublin 13, D13 R3P1, Ireland",53.3947724,-6.152849799999999,ROOFTOP,ChIJobvX_U8FZ0gRbctUPbz2Kvo,street_address,OK
363,"93, RIBH ROAD, ARTANE DUBLIN 5,Dublin,Ireland","93 Ribh Rd, Harmonstown, Dublin 5, D05 HX58, Ireland",53.3816126,-6.193130399999999,ROOFTOP,ChIJrUZxCMAPZ0gRn_u3uATpzjg,street_address,OK
364,"BRIDGE VIEW, 5 LOWER RD, SHANKILL,Dublin,Ireland","Bridge View, Lower Rd, Shankill, Dublin 18, Ireland",53.2323305,-6.1248223,ROOFTOP,ChIJEx9w7AGoZ0gRUw4cJYgpXCo,premise,OK
365,"13 TEMPLE VIEW DR, CLAREHALL, DUBLIN 13,Dublin,Ireland","13 Temple View Dr, Clarehall, Dublin 13, D13 N9F4, Ireland",53.3998719,-6.1725473,ROOFTOP,ChIJJWyk3P4PZ0gRFT6H5thZBG4,street_address,OK
366,"22 Orwell Gate, Marianella, Orwell Road,Dublin,Ireland","22 Rostrevor Rd, Orwell Rd, Dartry, Dublin 6, D06 T9C4, Ireland",53.3059297,-6.2703798,ROOFTOP,ChIJkejsNvoLZ0gRw22Rv8As_lo,premise,OK
367,"14 Beeechwood Gate, Hansfield, Dublin 15,Dublin,Ireland","14 Beechwood Gate, Hansfield, Dublin 15, D15 A71F, Ireland",53.39308459999999,-6.445926699999999,ROOFTOP,ChIJ53g-EH9tZ0gRxrWG1rp_qvE,street_address,OK
368,"6 the Avenue, The Paddocks, Hansfield,Dublin,Ireland","6 The Avenue, Ongar Village, Clonsilla, Dublin 15, D15 V9XV, Ireland",53.3968663,-6.4385071,ROOFTOP,ChIJt-a_dHttZ0gRycY6uktMaBU,street_address,OK
369,"56 THORMANBY LAWNS, HOWTH, DUBLIN,Dublin,Ireland","56 Thormanby Lawns, Howth, Dublin, D13 AK31, Ireland",53.3816052,-6.0622871,ROOFTOP,ChIJuWqvypsEZ0gR2sM00NtmUvs,street_address,OK
370,"1 LUTTRELSTOWN OAKS, CARPENTERSTOWN, DUBLIN 15,Dublin,Ireland","1 Luttrellstown Oaks, Carpenterstown, Dublin, D15 K1E2, Ireland",53.3714691,-6.3933976,ROOFTOP,ChIJsVgC-7VyZ0gRBQ6v-v7DNLY,street_address,OK
371,"5 Hersil Wood, Knocklyon, Dublin 16,Dublin,Ireland","5 Hersil Wood, Ballyroan, Dublin 16, D16 PW84, Ireland",53.2883151,-6.309972999999999,ROOFTOP,ChIJecBAGaALZ0gRLvaa9F4Fgeo,street_address,OK
372,"2 Phelan Drive East, Royal Canal Park, Ashtown,Dublin,Ireland","2 Phelan Dr E, Ashtown, Dublin, D15 E5RK, Ireland",53.3764742,-6.313593699999999,ROOFTOP,ChIJf1U6NpYNZ0gRj2YIZRNJPKw,premise,OK
373,"37 Castleland Park Drive, Balbriggan, County Dublin,Dublin,Ireland","37 Castleland Park Dr, Castleland, Balbriggan, Co. Dublin, K32 WK31, Ireland",53.598611,-6.180748899999999,ROOFTOP,ChIJn4Nn0JQiZ0gRltS25o0ascM,street_address,OK
374,"42 Castlegrange Avenue, Castlegrange,Dublin,Ireland","42 Castlegrange Ave, Castaheany, Dublin 15, D15 Y0AD, Ireland",53.39993219999999,-6.4291293,ROOFTOP,ChIJX8kZ32VtZ0gRJuZ25Rz89oU,street_address,OK
375,"5 ABBERLEY SQUARE, TALLAGHT, DUBLIN 24,Dublin,Ireland","5 Abberley Square, Tallaght, Dublin, Ireland",53.2882863,-6.366882899999999,RANGE_INTERPOLATED,Eiw1IEFiYmVybGV5IFNxdWFyZSwgVGFsbGFnaHQsIER1YmxpbiwgSXJlbGFuZCIwEi4KFAoSCWP_LdhKC2dIEeoPpOdQDhpXEAUqFAoSCRGC8tdKC2dIEdq-s8LVrRoR,street_address,OK
376,"39 OAKTON PARK, BALLYBRACK, DUBLIN,Dublin,Ireland","39 Oakton Park, Glenageary, Ballybrack, Co. Dublin, A96 F896, Ireland",53.2523847,-6.1305546,ROOFTOP,ChIJ-6pp4-AHZ0gRDe1u2rgjpK0,street_address,OK
377,"336 NUTGROVE AVENUE, CHURCHTOWN, DUBLIN 14,Dublin,Ireland","336 Nutgrove Ave, Rathfarnham, Dublin, D14 HE16, Ireland",53.292809,-6.261954800000001,ROOFTOP,ChIJmRUtweALZ0gRmfjJWhLkVME,premise,OK
